timestamp,qber,skr,loss,source,feat_hour,feat_day_of_week,feat_day_of_year,feat_is_night,feat_time_segment,feat_qber_lag_1,feat_qber_lag_2,feat_qber_lag_3,feat_qber_lag_6,feat_qber_lag_12,feat_qber_lag_24,feat_qber_lag_48,feat_skr_lag_1,feat_skr_lag_2,feat_skr_lag_3,feat_skr_lag_6,feat_skr_lag_12,feat_skr_lag_24,feat_skr_lag_48,feat_loss_lag_1,feat_loss_lag_2,feat_loss_lag_3,feat_loss_lag_6,feat_loss_lag_12,feat_loss_lag_24,feat_loss_lag_48,feat_qber_delta,feat_qber_pct,feat_skr_delta,feat_skr_pct,feat_loss_delta,feat_loss_pct,feat_qber_roll5_mean,feat_qber_roll5_std,feat_qber_roll5_min,feat_qber_roll5_max,feat_qber_roll5_median,feat_qber_roll5_z,feat_skr_roll5_mean,feat_skr_roll5_std,feat_skr_roll5_min,feat_skr_roll5_max,feat_skr_roll5_median,feat_skr_roll5_z,feat_loss_roll5_mean,feat_loss_roll5_std,feat_loss_roll5_min,feat_loss_roll5_max,feat_loss_roll5_median,feat_loss_roll5_z,feat_qber_roll10_mean,feat_qber_roll10_std,feat_qber_roll10_min,feat_qber_roll10_max,feat_qber_roll10_median,feat_qber_roll10_z,feat_skr_roll10_mean,feat_skr_roll10_std,feat_skr_roll10_min,feat_skr_roll10_max,feat_skr_roll10_median,feat_skr_roll10_z,feat_loss_roll10_mean,feat_loss_roll10_std,feat_loss_roll10_min,feat_loss_roll10_max,feat_loss_roll10_median,feat_loss_roll10_z,feat_qber_roll20_mean,feat_qber_roll20_std,feat_qber_roll20_min,feat_qber_roll20_max,feat_qber_roll20_median,feat_qber_roll20_z,feat_skr_roll20_mean,feat_skr_roll20_std,feat_skr_roll20_min,feat_skr_roll20_max,feat_skr_roll20_median,feat_skr_roll20_z,feat_loss_roll20_mean,feat_loss_roll20_std,feat_loss_roll20_min,feat_loss_roll20_max,feat_loss_roll20_median,feat_loss_roll20_z,feat_qber_skr_ratio,feat_loss_skr_ratio,feat_qber_loss_product,feat_skr_inv,feat_loss_gradient,feat_qber_z_global,feat_skr_z_global,feat_loss_z_global,anomaly_score,anomaly_label,anomaly_score_autoencoder,anomaly_if,anomaly_ae,anomaly_type
2024-06-19 15:03:07,0.0327,332264.0,,TOSHIBA-2024-W25,15,2,171,0,2,0.0323,0.0319,0.0314,0.032,0.0306,0.0319,0.032,342362.0,339761.0,343138.0,349102.0,348611.0,342901.0,343508.0,,,,,,,,0.0003999999999999,0.0123839009287924,-10098.0,-0.0294950958342339,,,0.03176,0.000853229160308,0.0305,0.0327,0.0319,1.1016969927054467,345275.2,13861.551417500108,332264.0,368851.0,342362.0,-0.938653950637406,,,,,,,0.03172,0.0007450577904505,0.0305,0.0327,0.0319,1.315334209722623,344779.0,10277.944130785863,332264.0,368851.0,342750.0,-1.2176559670638225,,,,,,,0.03152,0.0006661752574842,0.0305,0.0327,0.03155,1.7713056537947176,346633.85,9232.951391476578,332264.0,368851.0,344717.0,-1.5563658239623723,,,,,,,9.84157176221318e-08,,,3.0096549731538777e-06,,2.4954872580881977,-2.8213644995238187,,0.4850508217130994,1,0.6089584866193267,False,False,NONE
2024-06-19 15:04:30,0.0329,335047.0,,TOSHIBA-2024-W25,15,2,171,0,2,0.0327,0.0323,0.0319,0.0316,0.0305,0.032,0.0317,332264.0,342362.0,339761.0,341178.0,357200.0,340823.0,344434.0,,,,,,,,0.0001999999999999,0.0061162079510703,2783.0,0.0083758697902871,,,0.03224,0.0006066300355241,0.0314,0.0329,0.0323,1.0879777811030062,338514.4,4712.379367156186,332264.0,343138.0,339761.0,-0.7358066339409597,,,,,,,0.03196,0.0006931409989637,0.0305,0.0329,0.03195,1.3561454327551636,343154.1,10416.6680261332,332264.0,368851.0,341770.0,-0.7782814984274233,,,,,,,0.0315899999999999,0.000734058652468,0.0305,0.0329,0.0316,1.7845985407236855,345978.3,9578.038421854808,332264.0,368851.0,344109.5,-1.141287967174715,,,,,,,9.819517858688485e-08,,,2.9846558840998428e-06,,2.603841592390288,-2.780765749429082,,0.49456611576051,1,0.7437761272079807,False,False,NONE
2024-06-19 15:05:53,0.0313,360059.0,,TOSHIBA-2024-W25,15,2,171,0,2,0.0329,0.0327,0.0323,0.0305,0.0315,0.0334,0.0311,335047.0,332264.0,342362.0,368851.0,339244.0,325714.0,348780.0,,,,,,,,-0.0015999999999999,-0.0486322188449847,25012.0,0.0746522129731053,,,0.03222,0.0006418722614352,0.0313,0.0329,0.0323,-1.4333069915543988,341898.6,10889.836330266837,332264.0,360059.0,339761.0,1.6676467349215922,,,,,,,0.03185,0.0007027722880769,0.0305,0.0329,0.0319,-0.7826148089945757,345713.8,11161.765867858436,332264.0,368851.0,342750.0,1.285208825362359,,,,,,,0.03161,0.0007195758984875,0.0305,0.0329,0.0316,-0.4308093151140324,345816.15,9292.518945083588,332264.0,368851.0,344109.5,1.5327221912779063,,,,,,,8.693019755095693e-08,,,2.7773226054618822e-06,,1.73700691797356,-2.415887582929062,,0.5153127009525272,1,1.4030129651322854,False,True,AE_ONLY
2024-06-19 15:07:15,0.0327,334510.0,,TOSHIBA-2024-W25,15,2,171,0,2,0.0313,0.0329,0.0327,0.0314,0.0305,0.0317,0.031,360059.0,335047.0,332264.0,343138.0,351296.0,344027.0,354359.0,,,,,,,,0.0013999999999999,0.0447284345047922,-25549.0,-0.0709578152469456,,,0.03238,0.0006418722614352,0.0313,0.0329,0.0327,0.4985415622797955,340848.4,11389.267065970467,332264.0,360059.0,335047.0,-0.5565239592052655,,,,,,,0.03193,0.0007528464503321,0.0305,0.0329,0.03195,1.0227849246818617,344627.2,11713.568512152431,332264.0,368851.0,341770.0,-0.8637162952949614,,,,,,,0.031665,0.0007596917657493,0.0305,0.0329,0.03165,1.3623946535462097,345326.55,9628.38313187686,332264.0,368851.0,343527.5,-1.123402533099191,,,,,,,9.775492511434637e-08,,,2.9894472512032524e-06,,2.4954872580881977,-2.7885995722105674,,0.5036202368294066,1,0.962324826838946,False,False,NONE
2024-06-19 15:08:39,0.0317,346215.0,,TOSHIBA-2024-W25,15,2,171,0,2,0.0327,0.0313,0.0329,0.0319,0.0324,0.0317,0.0308,334510.0,360059.0,335047.0,339761.0,334462.0,347235.0,350700.0,,,,,,,,-0.001,-0.0305810397553517,11705.0,0.0349914800753341,,,0.03226,0.0007127411872482,0.0313,0.0329,0.0327,-0.7856989465728218,341619.0,11644.761762268889,332264.0,360059.0,335047.0,0.3946839011246982,,,,,,,0.0319,0.0007557189365836,0.0305,0.0329,0.0317999999999999,-0.2646486548347415,344338.5,11626.277623938313,332264.0,368851.0,341770.0,0.1614016162951689,,,,,,,0.031665,0.0007596917657493,0.0305,0.0329,0.03165,0.0460713167865874,345719.55,9488.240164457347,332264.0,368851.0,344524.5,0.0522172701589017,,,,,,,9.156160189477636e-08,,,2.888378608668024e-06,,1.9537155865777407,-2.617845576573164,,0.4662287274502362,1,0.8692077504131728,False,False,NONE
2024-06-19 15:10:02,0.0324,333554.0,,TOSHIBA-2024-W25,15,2,171,0,2,0.0317,0.0327,0.0313,0.0323,0.0319,0.0315,0.0313,346215.0,334510.0,360059.0,342362.0,345376.0,348158.0,352623.0,,,,,,,,0.0006999999999999,0.0220820189274448,-12661.0,-0.0365697615643458,,,0.0321999999999999,0.0006782329983125,0.0313,0.0329,0.0324,0.2948839123097966,341877.0,11397.338351562596,333554.0,360059.0,335047.0,-0.7302582184777292,,,,,,,0.0319799999999999,0.0007627435858647,0.0305,0.0329,0.0321,0.5506437651964761,343576.1,12097.0020386136,332264.0,368851.0,341061.5,-0.8284779954578381,,,,,,,0.03167,0.0007644055137645,0.0305,0.0329,0.03165,0.954990495038255,345201.4,9867.24821342118,332264.0,368851.0,344135.0,-1.1804101557065858,,,,,,,9.713569616913605e-08,,,2.998015313862223e-06,,2.33295575663506,-2.802545819099022,,0.4774040846041568,1,0.6726050037482346,False,False,NONE
2024-06-19 15:11:25,0.0315,348614.0,,TOSHIBA-2024-W25,15,2,171,0,2,0.0324,0.0317,0.0327,0.0327,0.032,0.0309,0.0314,333554.0,346215.0,334510.0,332264.0,349102.0,363302.0,343557.0,,,,,,,,-0.0008999999999999,-0.0277777777777776,15060.0,0.0451501106267651,,,0.03192,0.0006016643582596,0.0313,0.0327,0.0317,-0.6980636200802302,344590.4,10971.814539992898,333554.0,360059.0,346215.0,0.3667214739488826,,,,,,,0.03208,0.0005940445175985,0.0313,0.0329,0.0321,-0.9763578028540882,341552.4,8580.620117450617,332264.0,360059.0,341061.5,0.8229708230106386,,,,,,,0.0316749999999999,0.0007628719972646,0.0305,0.0329,0.03165,-0.2293962822432579,344798.8,9533.476223564168,332264.0,368851.0,344135.0,0.4001898059566008,,,,,,,9.035781695514237e-08,,,2.868502125560075e-06,,1.8453612522756504,-2.582848666232785,,0.4596772080610442,1,0.7879522497760644,False,False,NONE
2024-06-19 15:12:48,0.0321,346831.0,,TOSHIBA-2024-W25,15,2,171,0,2,0.0315,0.0324,0.0317,0.0329,0.0316,0.0316,0.0331,348614.0,333554.0,346215.0,335047.0,341178.0,344302.0,346468.0,,,,,,,,0.0005999999999999,0.0190476190476189,-1783.0,-0.0051145392898735,,,0.03208,0.0004919349550499,0.0315,0.0327,0.0321,0.0406557814090835,341944.8,7284.736831210835,333554.0,348614.0,346215.0,0.6707448893782276,,,,,,,0.03215,0.0005441609239104,0.0313,0.0329,0.0322,-0.0918845837747622,341921.7,8734.535795717196,332264.0,360059.0,341061.5,0.5620562002169783,,,,,,,0.03172,0.0007599168929629,0.0305,0.0329,0.0317999999999999,0.5000546816617554,344883.75,9544.165188466564,332264.0,368851.0,344257.0,0.2040251778493012,,,,,,,9.255228050549112e-08,,,2.883248613878229e-06,,2.170424255181922,-2.6088592919672142,,0.4509386134313531,1,0.6396910735777094,False,False,NONE
2024-06-19 15:14:12,0.0322,338246.0,,TOSHIBA-2024-W25,15,2,171,0,2,0.0321,0.0315,0.0324,0.0313,0.0305,0.0317,0.0318,346831.0,348614.0,333554.0,360059.0,368851.0,338355.0,341812.0,,,,,,,,0.0001,0.0031152647975078,-8585.0,-0.0247526893501446,,,0.0319799999999999,0.0003701351104664,0.0315,0.0324,0.0321,0.5943775496540891,342692.0,6478.481573640516,333554.0,348614.0,346215.0,-0.6862719218172625,,,,,,,0.03218,0.0005370702416299,0.0313,0.0329,0.03225,0.0372390768464533,341770.2,8789.145221995803,332264.0,360059.0,340304.0,-0.4009718705273311,,,,,,,0.0318,0.0007189173146218,0.0305,0.0329,0.0319,0.5563922190556377,344365.5,9612.290282429269,332264.0,368851.0,342750.0,-0.6366328752249718,,,,,,,9.519698680841757e-08,,,2.9564281617520977e-06,,2.2246014223329693,-2.734098339600457,,0.4893030909033675,1,0.8862518396749892,False,False,NONE
2024-06-19 15:15:35,0.0321,332581.0,,TOSHIBA-2024-W25,15,2,171,0,2,0.0322,0.0321,0.0315,0.0327,0.0314,0.0323,0.0324,338246.0,346831.0,348614.0,334510.0,343138.0,343917.0,346866.0,,,,,,,,-0.0001,-0.0031055900621118,-5665.0,-0.0167481655363256,,,0.03206,0.0003361547262794,0.0315,0.0324,0.0321,0.11899282346173,339965.2,7425.067252220664,332581.0,348614.0,338246.0,-0.9944960428192176,,,,,,,0.03216,0.0005358275012642,0.0313,0.0329,0.03215,-0.1119763354035403,340792.1,9248.219269435254,332264.0,360059.0,336646.5,-0.8878574091703375,,,,,,,0.03188,0.0006526061115574,0.0305,0.0329,0.03195,0.3371099291040539,343134.55,9457.304770582554,332264.0,368851.0,341770.0,-1.1159151847180988,,,,,,,9.651784076661025e-08,,,3.00678631671683e-06,,2.170424255181922,-2.816740064101601,,0.5034897393249496,1,1.1043468229827886,False,False,NONE
