timestamp,qber,skr,loss,source,feat_hour,feat_day_of_week,feat_day_of_year,feat_is_night,feat_time_segment,feat_qber_lag_1,feat_qber_lag_2,feat_qber_lag_3,feat_qber_lag_6,feat_qber_lag_12,feat_qber_lag_24,feat_qber_lag_48,feat_skr_lag_1,feat_skr_lag_2,feat_skr_lag_3,feat_skr_lag_6,feat_skr_lag_12,feat_skr_lag_24,feat_skr_lag_48,feat_loss_lag_1,feat_loss_lag_2,feat_loss_lag_3,feat_loss_lag_6,feat_loss_lag_12,feat_loss_lag_24,feat_loss_lag_48,feat_qber_delta,feat_qber_pct,feat_skr_delta,feat_skr_pct,feat_loss_delta,feat_loss_pct,feat_qber_roll5_mean,feat_qber_roll5_std,feat_qber_roll5_min,feat_qber_roll5_max,feat_qber_roll5_median,feat_qber_roll5_z,feat_skr_roll5_mean,feat_skr_roll5_std,feat_skr_roll5_min,feat_skr_roll5_max,feat_skr_roll5_median,feat_skr_roll5_z,feat_loss_roll5_mean,feat_loss_roll5_std,feat_loss_roll5_min,feat_loss_roll5_max,feat_loss_roll5_median,feat_loss_roll5_z,feat_qber_roll10_mean,feat_qber_roll10_std,feat_qber_roll10_min,feat_qber_roll10_max,feat_qber_roll10_median,feat_qber_roll10_z,feat_skr_roll10_mean,feat_skr_roll10_std,feat_skr_roll10_min,feat_skr_roll10_max,feat_skr_roll10_median,feat_skr_roll10_z,feat_loss_roll10_mean,feat_loss_roll10_std,feat_loss_roll10_min,feat_loss_roll10_max,feat_loss_roll10_median,feat_loss_roll10_z,feat_qber_roll20_mean,feat_qber_roll20_std,feat_qber_roll20_min,feat_qber_roll20_max,feat_qber_roll20_median,feat_qber_roll20_z,feat_skr_roll20_mean,feat_skr_roll20_std,feat_skr_roll20_min,feat_skr_roll20_max,feat_skr_roll20_median,feat_skr_roll20_z,feat_loss_roll20_mean,feat_loss_roll20_std,feat_loss_roll20_min,feat_loss_roll20_max,feat_loss_roll20_median,feat_loss_roll20_z,feat_qber_skr_ratio,feat_loss_skr_ratio,feat_qber_loss_product,feat_skr_inv,feat_loss_gradient,feat_qber_z_global,feat_skr_z_global,feat_loss_z_global,anomaly_score,anomaly_label,anomaly_score_autoencoder,anomaly_if,anomaly_ae,anomaly_type,combined_score
2024-06-19 15:05:53,0.0313,360059.0,,TOSHIBA-2024-W25,15,2,171,0,2,0.0329,0.0327,0.0323,0.0305,0.0315,0.0334,0.0311,335047.0,332264.0,342362.0,368851.0,339244.0,325714.0,348780.0,,,,,,,,-0.0015999999999999,-0.0486322188449847,25012.0,0.0746522129731053,,,0.03222,0.0006418722614352,0.0313,0.0329,0.0323,-1.4333069915543988,341898.6,10889.836330266837,332264.0,360059.0,339761.0,1.6676467349215922,,,,,,,0.03185,0.0007027722880769,0.0305,0.0329,0.0319,-0.7826148089945757,345713.8,11161.765867858436,332264.0,368851.0,342750.0,1.285208825362359,,,,,,,0.03161,0.0007195758984875,0.0305,0.0329,0.0316,-0.4308093151140324,345816.15,9292.518945083588,332264.0,368851.0,344109.5,1.5327221912779063,,,,,,,8.693019755095693e-08,,,2.7773226054618822e-06,,1.73700691797356,-2.415887582929062,,0.5153127009525272,1,1.4030129651322854,False,True,AE_ONLY,1.9183256660848125
2024-06-19 15:19:44,0.0301,353149.0,,TOSHIBA-2024-W25,15,2,171,0,2,0.0302,0.0313,0.0321,0.0315,0.0327,0.0306,0.0313,359273.0,350331.0,332581.0,348614.0,332264.0,348611.0,355408.0,,,,,,,,-0.0001,-0.0033112582781458,-6124.0,-0.0170455336192811,,,0.03118,0.0010034938963441,0.0301,0.0322,0.0313,-1.076239729942079,346716.0,10996.238993401315,332581.0,359273.0,350331.0,0.5850182052118319,,,,,,,0.03163,0.0008832389886724,0.0301,0.0327,0.0319,-1.7322604862583093,344330.4,9146.034504393396,332581.0,359273.0,346523.0,0.9641992926840444,,,,,,,0.03174,0.0007849907810387,0.0301,0.0329,0.0319,-2.0891965098365928,345022.1,9956.969676933271,332264.0,368851.0,344257.0,0.8162021441952502,,,,,,,8.523314521632512e-08,,,2.831665954030735e-06,,1.086880912161011,-2.5166915222587893,,0.5151447068402135,1,1.283585876449223,False,False,NONE,1.7987305832894365
2024-06-19 15:18:21,0.0302,359273.0,,TOSHIBA-2024-W25,15,2,171,0,2,0.0313,0.0321,0.0322,0.0324,0.0323,0.0312,0.0325,350331.0,332581.0,338246.0,333554.0,342362.0,345132.0,337175.0,,,,,,,,-0.0011,-0.0351437699680511,8942.0,0.0255244326080192,,,0.03158,0.0008526429498917,0.0302,0.0322,0.0321,-1.6184969337695982,345452.4,10420.117552120017,332581.0,359273.0,346831.0,1.3263382040434006,,,,,,,0.03175,0.0007184087354083,0.0302,0.0327,0.0319,-2.1575461483202303,345021.4,10097.831815680876,332581.0,360059.0,346523.0,1.411352482408029,,,,,,,0.031855,0.0006954551709038,0.0302,0.0329,0.03195,-2.379736421902182,344087.75,10030.722983204614,332264.0,368851.0,342750.0,1.513873927674615,,,,,,,8.405864064374446e-08,,,2.78339869681273e-06,,1.1410580793120582,-2.427353848676264,,0.5128115429317832,1,1.279957577447353,False,False,NONE,1.7927691203791363
2024-06-19 15:15:35,0.0321,332581.0,,TOSHIBA-2024-W25,15,2,171,0,2,0.0322,0.0321,0.0315,0.0327,0.0314,0.0323,0.0324,338246.0,346831.0,348614.0,334510.0,343138.0,343917.0,346866.0,,,,,,,,-0.0001,-0.0031055900621118,-5665.0,-0.0167481655363256,,,0.03206,0.0003361547262794,0.0315,0.0324,0.0321,0.11899282346173,339965.2,7425.067252220664,332581.0,348614.0,338246.0,-0.9944960428192176,,,,,,,0.03216,0.0005358275012642,0.0313,0.0329,0.03215,-0.1119763354035403,340792.1,9248.219269435254,332264.0,360059.0,336646.5,-0.8878574091703375,,,,,,,0.03188,0.0006526061115574,0.0305,0.0329,0.03195,0.3371099291040539,343134.55,9457.304770582554,332264.0,368851.0,341770.0,-1.1159151847180988,,,,,,,9.651784076661025e-08,,,3.00678631671683e-06,,2.170424255181922,-2.816740064101601,,0.5034897393249496,1,1.1043468229827886,False,False,NONE,1.6078365623077382
2024-06-19 15:21:08,0.0315,344098.0,,TOSHIBA-2024-W25,15,2,171,0,2,0.0301,0.0302,0.0313,0.0321,0.0329,0.0305,0.0308,353149.0,359273.0,350331.0,346831.0,335047.0,357200.0,367775.0,,,,,,,,0.0014,0.0465116279069768,-9051.0,-0.0256294085499322,,,0.03104,0.0008648699324176,0.0301,0.0321,0.0313,0.5318718835722869,347886.4,10148.06547081756,332581.0,359273.0,350331.0,-0.3733125304418062,,,,,,,0.0315099999999999,0.0007992357460585,0.0301,0.0324,0.0316,-0.0125119528866311,345289.2,8480.502498214442,332581.0,359273.0,346523.0,-0.1404633746939897,,,,,,,0.03172,0.0007857949377608,0.0301,0.0329,0.0317999999999999,-0.2799712614933678,344958.2,9958.679655667753,332264.0,368851.0,343618.0,-0.0863769123761751,,,,,,,9.154368813535681e-08,,,2.906148829693866e-06,,1.8453612522756504,-2.6487286358439355,,0.4945739251156464,1,1.0223133047746975,False,False,NONE,1.516887229890344
2024-06-19 15:07:15,0.0327,334510.0,,TOSHIBA-2024-W25,15,2,171,0,2,0.0313,0.0329,0.0327,0.0314,0.0305,0.0317,0.031,360059.0,335047.0,332264.0,343138.0,351296.0,344027.0,354359.0,,,,,,,,0.0013999999999999,0.0447284345047922,-25549.0,-0.0709578152469456,,,0.03238,0.0006418722614352,0.0313,0.0329,0.0327,0.4985415622797955,340848.4,11389.267065970467,332264.0,360059.0,335047.0,-0.5565239592052655,,,,,,,0.03193,0.0007528464503321,0.0305,0.0329,0.03195,1.0227849246818617,344627.2,11713.568512152431,332264.0,368851.0,341770.0,-0.8637162952949614,,,,,,,0.031665,0.0007596917657493,0.0305,0.0329,0.03165,1.3623946535462097,345326.55,9628.38313187686,332264.0,368851.0,343527.5,-1.123402533099191,,,,,,,9.775492511434637e-08,,,2.9894472512032524e-06,,2.4954872580881977,-2.7885995722105674,,0.5036202368294066,1,0.962324826838946,False,False,NONE,1.4659450636683526
2024-06-19 15:14:12,0.0322,338246.0,,TOSHIBA-2024-W25,15,2,171,0,2,0.0321,0.0315,0.0324,0.0313,0.0305,0.0317,0.0318,346831.0,348614.0,333554.0,360059.0,368851.0,338355.0,341812.0,,,,,,,,0.0001,0.0031152647975078,-8585.0,-0.0247526893501446,,,0.0319799999999999,0.0003701351104664,0.0315,0.0324,0.0321,0.5943775496540891,342692.0,6478.481573640516,333554.0,348614.0,346215.0,-0.6862719218172625,,,,,,,0.03218,0.0005370702416299,0.0313,0.0329,0.03225,0.0372390768464533,341770.2,8789.145221995803,332264.0,360059.0,340304.0,-0.4009718705273311,,,,,,,0.0318,0.0007189173146218,0.0305,0.0329,0.0319,0.5563922190556377,344365.5,9612.290282429269,332264.0,368851.0,342750.0,-0.6366328752249718,,,,,,,9.519698680841757e-08,,,2.9564281617520977e-06,,2.2246014223329693,-2.734098339600457,,0.4893030909033675,1,0.8862518396749892,False,False,NONE,1.3755549305783568
2024-06-19 15:08:39,0.0317,346215.0,,TOSHIBA-2024-W25,15,2,171,0,2,0.0327,0.0313,0.0329,0.0319,0.0324,0.0317,0.0308,334510.0,360059.0,335047.0,339761.0,334462.0,347235.0,350700.0,,,,,,,,-0.001,-0.0305810397553517,11705.0,0.0349914800753341,,,0.03226,0.0007127411872482,0.0313,0.0329,0.0327,-0.7856989465728218,341619.0,11644.761762268889,332264.0,360059.0,335047.0,0.3946839011246982,,,,,,,0.0319,0.0007557189365836,0.0305,0.0329,0.0317999999999999,-0.2646486548347415,344338.5,11626.277623938313,332264.0,368851.0,341770.0,0.1614016162951689,,,,,,,0.031665,0.0007596917657493,0.0305,0.0329,0.03165,0.0460713167865874,345719.55,9488.240164457347,332264.0,368851.0,344524.5,0.0522172701589017,,,,,,,9.156160189477636e-08,,,2.888378608668024e-06,,1.9537155865777407,-2.617845576573164,,0.4662287274502362,1,0.8692077504131728,False,False,NONE,1.335436477863409
2024-06-19 15:16:58,0.0313,350331.0,,TOSHIBA-2024-W25,15,2,171,0,2,0.0321,0.0322,0.0321,0.0317,0.0319,0.0314,0.0317,332581.0,338246.0,346831.0,346215.0,339761.0,356666.0,334250.0,,,,,,,,-0.0007999999999999,-0.0249221183800621,17750.0,0.0533704571217237,,,0.03184,0.0004098780306384,0.0313,0.0322,0.0321,-1.3174650984803924,343320.6,7592.418475031507,332581.0,350331.0,346831.0,0.9233421502060885,,,,,,,0.03202,0.0005613475849338,0.0313,0.0329,0.0321,-1.2826277681141711,342598.8,9161.431908944189,332581.0,360059.0,342230.5,0.8439947026677308,,,,,,,0.0318699999999999,0.0006602232477292,0.0305,0.0329,0.03195,-0.8633443338453548,343688.9,9541.814049639324,332264.0,368851.0,342750.0,0.6961045316378855,,,,,,,8.934407745817527e-08,,,2.8544433692707755e-06,,1.73700691797356,-2.5578008567061365,,0.4672068246717423,1,0.8379449318082146,False,False,NONE,1.3051517564799568
2024-06-19 15:11:25,0.0315,348614.0,,TOSHIBA-2024-W25,15,2,171,0,2,0.0324,0.0317,0.0327,0.0327,0.032,0.0309,0.0314,333554.0,346215.0,334510.0,332264.0,349102.0,363302.0,343557.0,,,,,,,,-0.0008999999999999,-0.0277777777777776,15060.0,0.0451501106267651,,,0.03192,0.0006016643582596,0.0313,0.0327,0.0317,-0.6980636200802302,344590.4,10971.814539992898,333554.0,360059.0,346215.0,0.3667214739488826,,,,,,,0.03208,0.0005940445175985,0.0313,0.0329,0.0321,-0.9763578028540882,341552.4,8580.620117450617,332264.0,360059.0,341061.5,0.8229708230106386,,,,,,,0.0316749999999999,0.0007628719972646,0.0305,0.0329,0.03165,-0.2293962822432579,344798.8,9533.476223564168,332264.0,368851.0,344135.0,0.4001898059566008,,,,,,,9.035781695514237e-08,,,2.868502125560075e-06,,1.8453612522756504,-2.582848666232785,,0.4596772080610442,1,0.7879522497760644,False,False,NONE,1.2476294578371085
